violationid,buildingid,boro,zip,inspectiondate,originalcorrectbydate,newcorrectbydate,novdescription,class,currentstatus,currentstatusdate,currentstatusdate 
10125417,206050,BROOKLYN,11210.0,2014-02-05,2014-03-07,2014-03-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM WEST AT NORTH WALL,         NORTH WALL,         SOUTH WALL,         EAST WALL,         1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE KITCHEN  LOCATED AT APT 3F, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-09-08,2015-09-08
10125418,206050,BROOKLYN,11210.0,2014-02-05,2014-03-07,2014-03-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL,         2nd WINDOW FRAME  FROM NORTH AT EAST WALL IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 3F, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-09-08,2015-09-08
10125419,206050,BROOKLYN,11210.0,2014-02-05,2014-03-07,2014-03-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           SOUTH WALL,         EAST WALL,         WEST WALL,         2nd WINDOW FRAME  FROM NORTH AT EAST WALL IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 3F, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-09-08,2015-09-08
10126168,184812,BROOKLYN,11207.0,2014-02-06,2014-03-07,2014-03-21,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           SOUTH WALL,         EAST WALL IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-11-26,2014-11-26
10126603,516026,QUEENS,11418.0,2014-02-06,2014-03-17,2014-04-16,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING  IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 2B, 2nd STORY",B,VIOLATION CLOSED,2014-11-10,2014-11-10
10126607,516026,QUEENS,11418.0,2014-02-06,2014-03-17,2014-04-16,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL IN CLOSET  IN THE 2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 2B, 2nd STORY",B,VIOLATION CLOSED,2014-11-10,2014-11-10
10126611,516026,QUEENS,11418.0,2014-02-06,2014-03-17,2014-04-16,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING  IN THE BATHROOM  LOCATED AT APT 2B, 2nd STORY",B,VIOLATION CLOSED,2016-10-21,2016-10-21
10126615,516026,QUEENS,11418.0,2014-02-06,2014-03-17,2014-04-16,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 2B, 2nd STORY",B,VIOLATION CLOSED,2016-10-21,2016-10-21
10126631,516026,QUEENS,11418.0,2014-02-06,2014-03-17,2014-04-16,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN 2ND ROOM FROM EAST AT SOUTH AND   IN THE 2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 2B, 2nd STORY",B,VIOLATION CLOSED,2016-10-21,2016-10-21
10126671,516026,QUEENS,11418.0,2014-02-06,2014-03-17,2014-04-16,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN 2ND ROOM FROM EAST AT NORTH AND  IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 2B, 2nd STORY",B,VIOLATION CLOSED,2016-10-21,2016-10-21
10126675,516026,QUEENS,11418.0,2014-02-06,2014-03-17,2014-04-16,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2B, 2nd STORY",B,VIOLATION CLOSED,2014-11-10,2014-11-10
10128093,806583,BRONX,10458.0,2014-02-07,2014-03-10,2014-03-24,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st WINDOW FRAME  FROM SOUTH AT WEST WALL IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 3C, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-11-30,2016-11-30
10129337,694541,QUEENS,11385.0,2014-02-08,2014-05-16,2014-07-15,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK  IN THE KITCHEN  LOCATED AT APT 2FL, 2nd STORY",A,VIOLATION CLOSED,2014-10-02,2014-10-02
10129388,694541,QUEENS,11385.0,2014-02-08,2014-05-16,2014-07-15,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR NORTH WALL INSIDE CABINET  IN THE KITCHEN  LOCATED AT APT 2FL, 2nd STORY, APARTMENT AT  SOUTH",A,VIOLATION CLOSED,2014-10-02,2014-10-02
10129434,694541,QUEENS,11385.0,2014-02-08,2014-05-16,2014-07-15,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 2FL, 2nd STORY, APARTMENT AT  SOUTH",A,VIOLATION CLOSED,2014-10-02,2014-10-02
10129691,247159,BROOKLYN,11226.0,2014-02-08,2014-03-10,2014-04-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR  FROM NORTH AT EAST WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE FOYER  LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2015-03-16,2015-03-16
10131248,218226,BROOKLYN,11225.0,2014-02-09,2014-03-11,2014-03-25,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           CEILING,         SOUTH WALL,         EAST WALL,         1st WALL CABINET  FROM EAST AT SOUTH WALL IN THE KITCHEN  LOCATED AT APT B7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2017-03-27,2017-03-27
10131249,218226,BROOKLYN,11225.0,2014-02-09,2014-03-11,2014-03-25,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL IN THE FOYER  LOCATED AT APT B7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2017-03-27,2017-03-27
10132139,505910,QUEENS,11372.0,2014-02-10,2014-03-20,2014-04-19,"SECTION 27-2005 ADM CODE  REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER KITCHEN  LOCATED AT APT D10, 4th STORY, APARTMENT AT  EAST",B,VIOLATION CLOSED,2015-09-22,2015-09-22
10132142,505910,QUEENS,11372.0,2014-02-10,2014-03-20,2014-04-19,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE RUBBER GASKET FOR REFRIGERATOR  LOCATED AT APT D10, 4th STORY, APARTMENT AT  EAST",B,VIOLATION CLOSED,2015-09-22,2015-09-22
10132152,505910,QUEENS,11372.0,2014-02-10,2014-03-20,2014-04-19,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOODEN SADDLE  IN THE PRIVATE HALLWAY  LOCATED AT APT D10, 4th STORY, APARTMENT AT  EAST",B,VIOLATION CLOSED,2015-09-22,2015-09-22
10132265,687657,QUEENS,11432.0,2014-02-08,2014-03-12,2014-03-26,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR FRAME  FROM SOUTH AT WEST WALL,         NORTH WALL,         SOUTH WALL,         1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE 3rd ROOM  FROM NORTH AT EAST LOCATED AT APT D15, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2017-02-08,2017-02-08
10134062,59244,BRONX,10468.0,2014-02-05,2014-03-13,2014-03-27,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 3D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2015-01-09,2015-01-09
10134522,81939,BRONX,10458.0,2014-02-09,2014-03-13,2014-03-27,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR  FROM WEST AT NORTH WALL,         NORTH WALL IN THE BATHROOM  LOCATED AT APT G2, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION '' G''",C,VIOLATION CLOSED,2017-05-23,2017-05-23
10134523,81939,BRONX,10458.0,2014-02-09,2014-03-13,2014-03-27,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st WINDOW FRAME  FROM EAST AT SOUTH WALL,         2nd WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT G2, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION '' G''",C,VIOLATION CLOSED,2017-05-23,2017-05-23
10134524,81939,BRONX,10458.0,2014-02-09,2014-03-13,2014-03-27,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           BASEBOARD AT EAST WALL,         1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 4th ROOM  FROM EAST LOCATED AT APT G2, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION '' G''",C,VIOLATION CLOSED,2017-05-23,2017-05-23
10134525,81939,BRONX,10458.0,2014-02-09,2014-03-13,2014-03-27,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM NORTH AT EAST WALL DOOR,         1st CLOSET  FROM NORTH AT EAST WALL DOOR FRAME,         1st DOOR FRAME  FROM WEST AT NORTH WALL,         1st DOOR FRAME  FROM EAST AT SOUTH WALL IN THE FOYER  LOCATED AT APT G2, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION '' G''",C,VIOLATION CLOSED,2016-08-07,2016-08-07
10135789,559042,QUEENS,11435.0,2014-02-08,2014-03-14,2014-03-28,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING IN THE 3rd ROOM  FROM EAST LOCATED AT APT 1C, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2015-05-28,2015-05-28
10137938,351496,BROOKLYN,11213.0,2014-02-14,2014-03-25,2014-04-24,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE ROTTED SINK CABINET COUNTER TOP  IN THE KITCHEN  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2014-11-03,2014-11-03
10137940,351496,BROOKLYN,11213.0,2014-02-14,2014-03-25,2014-04-24,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK ABOVE THE WINDOW  IN THE KITCHEN  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2014-11-03,2014-11-03
10137947,351496,BROOKLYN,11213.0,2014-02-14,2014-03-25,2014-04-24,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2014-11-03,2014-11-03
10137949,351496,BROOKLYN,11213.0,2014-02-14,2014-03-25,2014-04-24,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2014-11-03,2014-11-03
10139999,628719,QUEENS,11427.0,2014-02-17,2014-05-24,2014-07-23,"SECTION 27-2005 ADMIN. CODE: REFIT THE LOWER SASH AT SOUTH WINDOW  IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 1, 1st STORY",A,VIOLATION CLOSED,2015-10-14,2015-10-14
10140001,628719,QUEENS,11427.0,2014-02-17,2014-05-24,2014-07-23,"SECTION 27-2005 ADMIN. CODE: REFIT THE LOWER SASH AT  WEST WINDOW  IN THE 2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 1, 1st STORY",A,NOT COMPLIED WITH,2015-10-14,2015-10-14
10142708,100145,BRONX,10452.0,2014-02-19,2014-05-30,2014-07-29,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING,  NORTH  AND  SOUTH  WALLS  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 26P, 26th STORY, 4th APARTMENT FROM NORTH AT EAST , SECTION ''1133'',  AT  NORTH",A,VIOLATION CLOSED,2015-06-08,2015-06-08
10145630,348545,BROOKLYN,11218.0,2014-02-20,2014-03-24,2014-04-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st RADIATOR  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT A8, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-10-21,2015-10-21
10145631,348545,BROOKLYN,11218.0,2014-02-20,2014-03-24,2014-04-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           EAST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT A8, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-10-21,2015-10-21
10145632,348545,BROOKLYN,11218.0,2014-02-20,2014-03-24,2014-04-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR  FROM SOUTH AT WEST WALL,         1st DOOR FRAME  FROM SOUTH AT WEST WALL IN THE FOYER  LOCATED AT APT A8, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-10-21,2015-10-21
10146241,91273,BRONX,10465.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE UNHINGED CLOSET DOOR  IN THE 4th ROOM  FROM NORTH AT WEST LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2015-06-28,2015-06-28
10146245,91273,BRONX,10465.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT           CEILING IN THE 4th ROOM  FROM NORTH AT EAST LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2015-06-28,2015-06-28
10146246,91273,BRONX,10465.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           NORTH WALL,         CEILING IN THE 4th ROOM  FROM NORTH AT EAST LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2015-06-28,2015-06-28
10146247,91273,BRONX,10465.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           SOUTH WALL,         WEST WALL IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2015-06-28,2015-06-28
10146248,91273,BRONX,10465.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           SOUTH WALL,         WEST WALL,         EAST WALL IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2015-06-28,2015-06-28
10146252,91273,BRONX,10465.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE ACCUSTICAL TILES AT CEILING  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2015-06-28,2015-06-28
10146253,91273,BRONX,10465.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE ACCUSTICAL TILES AT CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2015-06-28,2015-06-28
10146449,51745,BRONX,10467.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND WALLS   IN THE KITCHEN  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  NORTH",B,VIOLATION CLOSED,2015-12-06,2015-12-06
10146479,51745,BRONX,10467.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ........  IN THE BATHROOM  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  NORTH",B,VIOLATION CLOSED,2015-12-06,2015-12-06
10146492,51745,BRONX,10467.0,2014-02-21,2014-05-30,2014-07-29,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE WEST WALL ELECTRIC OUTLET  IN THE BATHROOM  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  NORTH",A,VIOLATION CLOSED,2015-12-06,2015-12-06
10146498,51745,BRONX,10467.0,2014-02-21,2014-05-30,2014-07-29,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE DOOR FRAME   IN THE ENTRANCE  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  NORTH",A,VIOLATION CLOSED,2015-12-06,2015-12-06
10146506,51745,BRONX,10467.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND WALLS   IN THE PRIVATE HALLWAY  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  NORTH",B,VIOLATION CLOSED,2015-12-06,2015-12-06
10146525,51745,BRONX,10467.0,2014-02-21,2014-03-31,2014-04-30,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING   IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  NORTH",B,VIOLATION CLOSED,2015-12-06,2015-12-06
10146528,51745,BRONX,10467.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS   IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  NORTH",B,VIOLATION CLOSED,2015-12-06,2015-12-06
10146537,51745,BRONX,10467.0,2014-02-21,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE EAST 1 WINDOW SILL   IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  NORTH",B,VIOLATION CLOSED,2015-12-06,2015-12-06
10146856,73731,BRONX,10467.0,2014-02-22,2014-03-31,2014-04-30,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 3H, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  EAST",B,VIOLATION CLOSED,2014-08-04,2014-08-04
10146858,73731,BRONX,10467.0,2014-02-22,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE PILOT LIGHT AT STOVE  IN THE KITCHEN  LOCATED AT APT 3H, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  EAST",B,VIOLATION CLOSED,2014-08-04,2014-08-04
10146864,73731,BRONX,10467.0,2014-02-22,2014-05-30,2014-07-29,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE EAST WALL  IN THE BATHROOM  LOCATED AT APT 3H, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  EAST",A,VIOLATION CLOSED,2014-08-04,2014-08-04
10146875,73731,BRONX,10467.0,2014-02-22,2014-05-30,2014-07-29,"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE BATHTUB  IN THE BATHROOM  LOCATED AT APT 3H, 3rd STORY, APARTMENT AT  NORTH , SECTION  AT  EAST",A,VIOLATION CLOSED,2014-08-04,2014-08-04
10146880,73731,BRONX,10467.0,2014-02-22,2014-05-30,2014-07-29,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL  IN THE KITCHEN  LOCATED AT APT 3H, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  EAST",A,VIOLATION CLOSED,2014-08-04,2014-08-04
10146893,73731,BRONX,10467.0,2014-02-22,2014-03-31,2014-04-30,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILE  IN THE BATHROOM  LOCATED AT APT 3H, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  EAST",B,VIOLATION CLOSED,2014-08-04,2014-08-04
10147347,480135,QUEENS,11367.0,2014-02-19,2014-03-24,2014-04-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''141-33 '',  AT  SOUTH",C,VIOLATION CLOSED,2017-08-02,2017-08-02
